unknown,interval,tos,payload,num_pack,stored_capacity,Num_Flows,label
100000,0.114691973,1,297,1,1126996,726,0
100000,0.114544868,0,311,1,158400,874,0
100000,0.164731026,2,374,1,522840,635,0
100000,0.115263939,0,205,1,528639,100,0
100000,0.164623022,0,283,1,985524,407,0
100000,0.11473608,1,195,1,603343,553,0
100000,0.116647959,1,345,1,1695675,312,0
100000,0.164901972,1,328,1,74941,519,0
100000,0.114659071,2,366,1,1129718,285,0
100000,0.114741087,3,320,1,1562196,475,0
100000,0.165013075,2,321,1,1189493,554,0
100000,0.114510059,1,399,1,103211,355,0
100000,0.114790916,0,322,1,1377385,546,0
100000,13.43066406,0,170,1,1207497,883,0
100000,0.164978027,0,317,1,473874,209,0
100000,0.114856005,1,392,1,1611201,607,0
100000,0.164943933,2,233,1,1348829,209,0
100000,0.114960909,3,144,1,1189040,897,0
100000,0.165008068,2,343,1,104473,739,0
100000,0.114753008,3,198,1,1324421,683,0
100000,0.16483593,0,122,1,956233,213,0
100000,0.114961863,0,191,1,13531,917,0
100000,0.129699945,1,332,1,462258,732,0
100000,0.164674044,3,197,2,1233160,69,0
100000,0.114855051,2,178,1,498076,876,0
100000,0.164942026,0,277,1,1543508,314,0
100000,0.114968777,1,134,1,1129040,312,0
100000,0.164963961,2,330,1,857776,176,0
100000,0.115026951,0,180,1,1581939,92,0
100000,0.165036917,3,363,1,1186197,1118,0
100000,0.115242958,0,156,1,1133868,747,0
100000,0.11521697,0,241,1,263078,332,0
100000,0.164958,2,126,1,1330040,460,0
100000,0.115112066,1,286,1,722080,1042,0
100000,0.114749908,3,394,1,582623,1012,0
100000,0.164990187,2,337,1,1715799,1083,0
100000,0.115000963,1,134,1,757677,456,0
100000,0.165118933,2,239,1,673439,521,0
100000,0.114875078,0,125,1,648313,494,0
100000,0.164963007,2,356,1,55845,306,0
100000,0.11503911,1,228,1,93185,30,0
100000,0.114921093,0,289,1,927414,310,0
100000,0.165193081,1,256,1,1233164,769,0
100000,0.115094185,0,261,1,132592,33,0
100000,0.130703926,3,198,1,16605,765,0
100000,0.16540885,0,290,1,208806,627,0
100000,0.115315914,1,220,1,182664,211,0
100000,0.115212202,0,150,1,800952,440,0
100000,0.16525197,1,289,1,559935,817,0
100000,0.115120173,0,205,1,969569,464,0
100000,0.115072966,0,223,1,742153,16,0
100000,0.165155172,1,360,1,1596088,1026,0
100000,0.115179062,0,341,1,9204,954,0
100000,0.165274143,2,143,1,1689138,255,0
100000,0.11523509,3,214,1,486747,541,0
100000,0.165230036,3,207,1,671721,705,0
100000,0.115153074,1,305,1,234998,979,0
100000,0.165202141,1,215,1,1812715,1077,0
100000,0.114955902,0,297,1,618353,1224,0
100000,0.182029963,3,231,1,1423492,1236,0
100000,0.115060091,3,185,1,772521,1291,0
100000,0.165141106,3,291,1,181460,1410,0
100000,0.11522913,3,192,1,530931,1126,0
100000,0.115226984,0,294,1,490331,1087,0
100000,0.165110826,3,367,1,720702,1493,0
100000,0.115233183,3,236,1,523730,1385,0
100000,0.165271044,3,349,1,1612731,1117,0
100000,0.11521697,2,280,1,220013,1244,0
100000,0.11518383,0,186,1,1248511,1363,0
100000,0.165147781,2,328,1,1711315,1485,0
100000,0.115002871,2,158,1,254752,1062,0
100000,0.165148973,3,206,1,983221,1490,0
100000,0.115163088,1,290,1,931623,1473,0
100000,0.115283012,0,155,1,580880,1287,0
100000,0.165511131,2,272,1,455489,1465,0
100000,0.115195036,1,131,1,706412,1285,0
100000,0.115190029,3,147,1,908592,1422,0
100000,0.165183067,3,165,2,1879401,1277,0
100000,0.114907026,3,329,1,1093797,1005,0
100000,0.16525507,2,244,1,206926,1181,0
100000,0.115243196,1,210,1,954816,1357,0
100000,0.182789087,1,307,1,246196,1113,0
100000,0.115359068,3,367,1,592511,1230,0
100000,0.115337133,1,321,1,1263209,1138,0
100000,0.165407896,1,152,2,141307,1088,0
100000,0.115335941,0,350,1,1702811,1065,0
100000,0.165266037,1,332,1,394182,1451,0
100000,0.115248203,2,269,1,1757913,1053,0
100000,0.165397882,0,366,1,1326459,1446,0
100000,0.114789009,1,223,1,649680,1160,0
100000,0.122210026,3,251,1,55078,1263,0
100000,0.165444136,1,218,1,1636502,1246,0
100000,0.115424871,1,232,2,519441,1090,0
100000,0.115392923,2,306,1,182864,1016,0
100000,0.165267944,2,286,1,633906,1225,0
100000,0.117213964,2,178,1,549916,1060,0
100000,0.115329981,1,123,1,720807,1108,0
100000,0.164867163,0,316,1,322742,1011,0
100000,0.11541605,3,245,1,1097191,1059,0
100000,0.165325165,2,262,1,1061882,1443,0
100000,0.115247011,3,174,1,313816,1236,0
100000,0.165293932,2,303,1,1253689,1455,0
100000,0.115645885,3,122,1,1747265,1418,0
100000,0.115409851,0,207,1,169127,1029,0
100000,0.165406942,2,149,1,1429754,1011,0
100000,0.115437031,3,271,1,220467,1323,0
100000,0.165517092,1,250,2,1860684,1269,0
100000,0.115568161,2,243,1,640870,1484,0
100000,0.115437984,3,383,1,1217457,1120,0
100000,0.165064096,2,225,1,899155,1322,0
100000,0.115034103,0,385,1,1402342,1198,0
100000,0.115123034,2,144,1,1514737,1318,0
100000,0.16511488,1,300,1,1102121,1286,0
100000,0.116451025,3,242,1,235747,1049,0
100000,0.00284791,2,346,1,100120,1377,0
100000,0.16419816,2,147,1,1403834,1270,0
100000,0.002971888,0,316,1,969543,1047,0
100000,0.114295959,0,345,1,881490,1083,0
100000,0.002934933,3,368,1,1494962,1336,0
100000,0.114127874,2,330,1,691213,1345,0
100000,0.009021044,1,212,1,164910,1165,0
100000,0.164677858,2,378,1,5653,1427,0
100000,0.00120616,2,331,1,482855,1451,0
100000,0.116272926,2,331,2,578617,1446,0
100000,0.003206015,3,205,1,661104,1203,0
100000,0.114226103,0,357,1,1096334,1047,0
100000,0.001664162,1,278,1,1110305,1229,0
100000,0.165961981,1,283,1,1463373,1167,0
100000,0.001904011,2,135,1,1239388,1369,0
100000,0.115530014,3,326,1,979740,1129,0
100000,0.002847195,1,186,1,874442,1294,0
100000,0.114407063,2,356,1,1591159,1471,0
100000,0.009974003,2,192,1,551532,1365,0
100000,0.164499998,0,226,2,852068,1461,0
100000,0.003070116,1,196,1,1426910,1269,0
100000,0.114315987,3,176,1,1487520,1051,0
100000,0.003238916,3,199,1,686552,1318,0
100000,0.114511967,0,137,1,556255,1310,0
100000,0.002679825,3,161,1,1405718,1176,0
100000,0.114294767,1,338,1,353837,1030,0
100000,0.032299042,1,372,1,1585797,1462,0
100000,0.116272926,2,215,1,1143517,1428,0
100000,0.003894091,0,363,1,1828835,1478,0
100000,0.165356159,3,296,1,1303401,1071,0
100000,0.001760006,3,163,1,819415,1201,0
100000,0.115561008,1,320,1,181414,1325,0
100000,0.002904892,2,312,1,1467790,1242,0
100000,0.114519835,3,254,1,1724331,1340,0
100000,0.009085894,3,135,1,565687,1456,0
100000,0.164533138,2,336,1,986212,1086,0
100000,0.003055096,1,304,1,367416,1000,0
100000,0.096494913,1,329,1,349746,1093,0
100000,0.009117842,0,351,1,256990,1448,0
100000,0.114454985,0,200,1,1498558,1495,0
100000,0.016921997,0,363,1,974397,1074,0
100000,0.164234161,0,307,1,1240225,1165,0
100000,0.002906084,3,137,1,1193892,1464,0
100000,0.11441493,1,380,1,275182,1437,0
100000,0.003022909,2,167,1,1260559,1168,0
100000,0.114282131,2,275,1,755765,1376,0
100000,0.009248972,3,223,1,1270458,1207,0
100000,0.164579153,2,135,1,331767,1307,0
100000,0.003107071,3,350,1,1644887,1483,0
100000,0.114368916,0,174,1,449850,1428,0
100000,0.002988815,2,343,1,540722,1197,0
100000,0.114429951,1,246,1,1281847,1021,0
100000,0.002897978,0,237,1,833123,1290,0
100000,0.165115118,0,240,1,109652,1358,0
100000,0.002038956,2,394,1,1874799,1416,0
100000,0.114593983,0,242,1,743712,1083,0
100000,0.003103018,0,160,1,1600046,1303,0
100000,0.115224123,1,138,1,168040,1111,0
100000,0.009191036,3,137,1,1009374,1430,0
100000,0.114489079,2,309,1,1343015,1013,0
100000,0.034071207,1,190,1,881558,1322,0
100000,0.114682913,1,133,1,1285784,1123,0
100000,0.009117126,2,380,1,1889373,1270,0
100000,0.164448977,1,326,1,1893878,1041,0
100000,0.002962828,3,284,1,1212426,1416,0
100000,0.114463091,0,342,1,1797794,1078,0
100000,0.017561913,0,213,1,1603593,1173,0
100000,0.114675999,2,318,1,1147761,1029,0
100000,0.033668041,2,161,1,1357491,1008,0
100000,0.114489079,3,166,1,962534,1010,0
100000,0.00962019,2,259,1,1522819,1263,0
100000,0.116991043,1,210,1,272584,1252,0
100000,0.017282009,1,284,1,1749209,1397,0
100000,0.114483118,2,153,1,540976,1210,0
100000,0.017152071,0,235,1,923617,1453,0
100000,0.164680004,0,364,1,1829306,1368,0
100000,0.002860785,0,268,1,775362,1117,0
100000,0.114452839,1,234,1,989799,1245,0
100000,0.003013849,1,225,1,988543,1094,0
100000,0.114789963,3,248,1,907498,1455,0
100000,0.003004074,3,306,1,1902042,1469,0
100000,0.114681005,1,319,1,1409720,1407,0
100000,0.166237116,3,363,1,1777202,1100,0
100000,0.115615129,3,273,1,1531950,1461,0
100000,0.165664911,2,357,1,350412,1345,0
100000,0.115854025,3,307,1,979155,1332,0
100000,0.11579895,3,383,1,1802713,1379,0
100000,0.165734053,2,139,1,742280,1239,0
100000,0.115815163,1,156,1,1716283,1471,0
100000,0.16571188,2,315,1,789703,1408,0
100000,0.115975857,3,234,1,108884,1058,0
100000,0.11678791,1,156,1,1564005,1302,0
100000,0.167124033,2,272,1,932313,1463,0
100000,0.115962029,2,321,1,541606,1146,0
100000,0.116086006,0,187,1,1403100,1231,0
100000,0.16561079,3,120,1,332177,1221,0
100000,0.130194902,3,379,1,1753961,1056,0
100000,0.115483999,2,154,1,1551937,1095,0
100000,0.165868998,1,388,1,1157281,1374,0
100000,0.115849018,1,265,1,1915273,1164,0
100000,0.165791988,1,258,1,697117,1064,0
100000,0.115891933,0,196,2,1257049,1001,0
100000,0.115701914,2,198,1,394203,1240,0
100000,0.16579318,3,361,1,771584,1478,0
100000,0.116065979,1,322,1,475552,1111,0
100000,0.116084099,0,202,1,1207161,1233,0
100000,0.151928186,2,234,1,421877,1433,0
100000,0.16580987,1,159,1,41011,1375,0
100000,0.115931034,2,242,1,1460314,1411,0
100000,0.115686893,2,348,1,1378651,1246,0
100000,0.165784836,3,370,1,526557,1051,0
100000,0.115983009,1,253,1,1025583,1348,0
100000,0.116018057,1,268,1,503661,1201,0
100000,0.165838003,3,368,2,405662,1482,0
100000,0.116089106,1,210,1,1740969,1196,0
100000,0.166126966,3,190,1,1363911,1500,0
100000,0.116021872,3,343,1,226997,1490,0
100000,0.116058826,0,168,1,1316164,1440,0
100000,0.132853031,3,361,1,1468868,1210,0
100000,0.165903091,2,197,1,1250444,1376,0
100000,0.115931988,0,311,1,707796,1425,0
100000,0.116625071,1,330,1,1257495,1269,0
100000,0.166363001,2,384,1,1910889,1422,0
100000,0.115453005,0,350,1,878233,1182,0
100000,0.115535021,0,319,1,404147,1451,0
100000,0.115521908,3,157,1,1780092,1294,0
100000,0.016412973,0,138,1,361564,1204,0
100000,0.116240025,1,262,1,23947,1287,0
100000,0.032540083,2,197,1,774806,1108,0
100000,0.11615777,1,144,1,1561618,1480,0
100000,0.004765034,3,354,1,556415,1194,0
100000,0.116086006,1,195,1,1499449,1033,0
100000,0.032823086,2,361,1,424765,1432,0
100000,0.116005182,0,133,1,1301410,1479,0
100000,0.03263402,2,120,1,637966,1047,0
100000,0.066081047,2,153,1,896057,1146,0
100000,0.114856005,2,163,2,1912521,1377,0
100000,0.017681837,1,258,1,1271960,1493,0
100000,0.114597082,0,384,1,1361717,1174,0
100000,0.033676863,1,388,1,227841,1123,0
100000,0.064309835,0,300,1,633503,1069,0
100000,0.067124844,0,238,1,1113672,1009,0
100000,0.064598799,1,218,1,838869,1085,0
100000,0.116245985,0,195,1,912341,1362,0
100000,0.032310009,3,349,1,1032184,1292,0
100000,0.065998077,1,338,1,1620857,1273,0
100000,0.06456399,2,366,1,1661626,1493,0
100000,0.1159091,1,134,1,270541,1364,0
100000,0.020244837,2,188,1,1919640,1192,0
100000,0.115860939,1,177,1,1602449,1409,0
100000,0.016412973,3,133,1,1462532,1256,0
100000,0.115942001,2,382,1,1774640,1428,0
100000,0.016452074,3,189,1,181167,1375,0
100000,0.115892887,2,231,1,1795159,1139,0
100000,0.064813852,1,141,1,1557248,1363,0
100000,0.066606998,3,123,1,300184,1077,0
100000,0.064768076,2,138,1,477179,1259,0
100000,0.066063166,1,158,1,599345,1125,0
100000,0.06466794,3,210,1,1715854,1097,0
100000,0.116178036,1,132,2,1494918,1236,0
100000,0.002142906,1,249,1,1072683,1236,0
100000,0.11581111,0,330,1,302030,1462,0
100000,0.008394003,1,391,1,1846877,1187,0
100000,0.113547087,2,347,1,1899900,1449,0
100000,0.018465996,3,265,1,1235039,1024,0
100000,0.117662907,3,314,1,899795,1448,0
100000,0.017910004,1,289,1,1526118,1062,0
100000,0.102734804,0,277,1,111653,1404,0
100000,0.034270048,1,297,1,120974,1430,0
100000,0.10008812,1,200,1,1636580,1137,0
100000,0.032912016,2,193,1,949840,1243,0
100000,0.106186152,3,150,1,1274834,1194,0
100000,0.032546043,3,382,1,1340309,1093,0
100000,0.114842892,1,218,1,1004351,1058,0
100000,0.01668787,3,133,1,1846274,1238,0
100000,0.107846022,0,396,1,740182,1100,0
100000,0.018148899,0,285,1,367340,1070,0
100000,0.117208004,1,284,1,1463113,1463,0
100000,0.016669989,3,244,1,663767,1205,0
100000,0.121805191,1,255,1,1407414,1446,0
100000,0.016585112,0,200,1,1892810,1032,0
100000,0.117295027,2,235,1,1801888,1110,0
100000,0.016410112,3,264,1,1692018,1089,0
100000,0.115978956,3,357,1,587119,1241,0
100000,0.016443014,2,245,1,1391998,1177,0
100000,0.116447926,2,194,1,190126,1428,0
100000,0.016983986,2,349,1,1600250,1039,0
100000,0.115785837,2,315,1,154681,1486,0
100000,0.03260994,0,287,1,1632969,1289,0
100000,0.116100073,3,122,1,1327280,1033,0
100000,0.016539097,3,341,1,1814553,1103,0
100000,0.116294146,1,322,1,1727798,1178,0
100000,0.03271389,1,368,1,484579,1420,0
100000,0.116102934,3,312,1,1131734,1266,0
100000,0.004371881,3,318,1,753337,1455,0
100000,0.115990162,2,226,1,1866465,1161,0
100000,0.032670021,1,247,1,873064,1110,0
100000,0.116110086,3,228,1,827545,1259,0
100000,0.016577005,3,368,1,1871685,1229,0
100000,0.116113901,2,317,1,771068,1496,0
100000,0.00267911,3,254,1,1338186,1478,0
100000,0.116024971,0,181,1,1538635,1049,0
100000,0.032726049,1,133,1,551332,1187,0
100000,0.116118193,2,178,1,1697478,1116,0
100000,0.004728079,2,292,1,770773,1467,0
100000,0.166279078,0,134,1,1419540,1435,0
100000,0.002737999,1,243,1,831528,1338,0
100000,0.116292,0,300,1,1447447,1028,0
100000,0.00227499,2,121,1,1465452,1438,0
100000,0.126633883,3,222,1,1220600,1072,0
100000,0.00252986,1,137,1,1802805,1053,0
100000,0.116354227,3,380,2,809070,1170,0
100000,0.01679492,2,352,1,1121967,1417,0
100000,0.115957022,2,157,1,754488,1415,0
100000,0.032696009,2,382,1,1431020,1190,0
100000,0.098352909,0,187,1,1462396,1123,0
100000,0.06490922,1,269,1,1860116,1119,0
100000,0.117100954,3,390,1,1135438,1293,0
100000,0.001529932,3,335,1,819152,1074,0
100000,0.116244078,2,160,1,970750,1372,0
100000,0.032740116,3,315,1,490627,1130,0
100000,0.116039991,3,256,1,825798,1367,0
100000,0.001513004,2,143,1,1059784,1199,0
100000,0.166773081,3,397,1,1159598,1237,0
100000,0.002431154,0,180,1,812323,1372,0
100000,0.115891933,1,366,1,1447060,1110,0
100000,0.002330065,3,195,1,1536315,1172,0
100000,0.116080999,2,235,1,813891,1176,0
100000,0.002335787,2,327,1,253547,1449,0
100000,0.116016865,2,221,1,1527588,1094,0
100000,0.032818794,0,301,1,1024869,1247,0
100000,0.166574955,3,366,1,366438,1419,0
100000,0.116225004,1,147,1,619344,1442,0
100000,0.116456985,1,309,1,883716,1056,0
100000,0.168606997,2,324,1,888818,1445,0
100000,0.121115208,0,256,1,1535258,1109,0
100000,0.166363955,0,170,1,650824,1137,0
100000,0.116171837,2,389,1,1825897,1428,0
100000,0.166358948,3,248,3,157095,1125,0
100000,0.116255999,1,229,1,308850,1025,0
100000,0.166399002,2,197,1,619104,1274,0
100000,0.116520882,2,378,1,1621027,1193,0
100000,0.165956974,3,241,1,289554,1453,0
100000,0.116581202,1,390,1,163178,1391,0
100000,0.1679039,2,166,1,1082814,1155,0
100000,0.117732048,0,395,1,499060,1010,0
100000,0.116286993,1,212,1,162776,1007,0
100000,0.1669662,2,195,1,183582,1365,0
100000,0.116453886,2,300,1,1441216,1246,0
100000,0.134351969,3,205,1,221458,1477,0
100000,0.166338921,0,313,1,1104180,1032,0
100000,0.116341829,0,226,2,1489840,1047,0
100000,0.166420937,0,316,1,220270,1346,0
100000,0.116609097,1,316,1,200776,1169,0
100000,0.116633177,3,268,1,1565020,1139,0
100000,0.17989707,1,354,1,1543049,1078,0
100000,0.116777897,2,132,1,1382876,1298,0
100000,0.116630793,1,277,1,1379482,1145,0
100000,0.166360855,0,304,1,1544015,927,0
100000,0.098901987,1,371,2,983090,1259,0
100000,0.166435003,3,253,1,376152,792,0
100000,0.116645098,3,224,1,1472593,1266,0
100000,0.166673183,0,332,1,225329,524,0
100000,0.116611004,0,222,1,1619384,842,0
100000,0.118035078,1,283,1,1510080,995,0
100000,0.166698933,2,128,1,875291,1216,0
100000,0.116639853,2,306,1,660429,597,0
100000,0.116657972,0,202,1,783123,1292,0
100000,0.166435957,0,304,1,96486,547,0
100000,0.116652966,0,257,1,508804,1442,0
100000,0.116672039,0,293,1,1167120,773,0
100000,0.116352081,2,396,2,810837,652,0
100000,0.165807009,3,333,2,25186,1465,0
100000,0.116366148,0,227,1,359324,1295,0
100000,0.166830063,0,193,1,1133977,798,0
100000,0.116802931,0,258,1,243801,1381,0
100000,0.116678953,0,273,1,1270940,544,0
100000,0.166468143,3,199,2,1036477,1051,0
100000,0.117049932,1,376,1,1671719,1482,0
100000,0.116712093,3,319,1,1865237,559,0
100000,0.166655064,0,206,1,260872,1380,0
100000,0.116750002,2,276,1,1677060,915,0
100000,0.118392944,3,187,1,1176211,1166,0
100000,0.11666894,3,362,1,1346945,577,0
100000,0.166319847,0,138,1,1302619,666,0
100000,0.116654873,1,288,1,4397,1246,0
100000,0.166714907,2,245,1,689630,611,0
100000,0.116420031,0,238,1,1217630,1271,0
100000,0.16684413,1,385,1,1608171,1312,0
100000,0.116725922,3,150,1,1001130,1471,0
100000,0.166893959,1,355,1,971239,1141,0
100000,0.116769075,3,286,1,1159293,1216,0
100000,0.130270004,2,212,1,933125,774,0
100000,0.117912054,2,216,1,975589,887,0
100000,0.167032003,2,127,1,688286,902,0
100000,0.167149067,0,123,1,280393,1205,0
100000,0.09768486,1,382,1,824921,1498,0
100000,0.166991949,0,377,1,822068,945,0
100000,0.116896152,2,266,1,1017952,611,0
100000,0.116908073,2,289,1,938040,875,0
100000,0.166852951,0,209,2,480779,787,0
100000,0.116948843,3,177,1,1483904,1171,0
100000,0.116930962,1,120,1,1437801,1177,0
100000,0.166965961,0,380,1,1587506,1238,0
100000,0.166944981,0,166,1,159852,1104,0
100000,0.115741014,0,180,1,1480094,1262,0
100000,0.166979074,2,397,1,607210,771,0
100000,0.116966009,2,306,1,1294812,997,0
100000,0.11661005,0,301,1,134819,534,0
100000,0.166793108,2,256,1,1450141,1198,0
100000,0.166867971,1,317,1,1337683,1261,0
100000,0.117038012,1,177,1,257992,588,0
100000,0.116948128,2,198,1,1033944,738,0
100000,0.166677952,0,293,1,678462,985,0
100000,0.11695981,1,249,1,655112,1080,0
100000,0.11699295,0,307,1,811815,1276,0
100000,0.166722059,2,245,1,1050550,836,0
100000,0.116662025,0,160,1,38933,1233,0
100000,0.149667978,3,358,2,586870,671,0
100000,0.117058992,0,244,1,1262410,553,0
100000,0.167008877,0,366,1,1541635,1080,0
100000,0.117045164,3,376,1,386738,1079,0
100000,0.116847992,0,141,1,888604,728,0
100000,0.166779041,1,138,1,820171,1296,0
100000,0.116657019,3,133,1,80892,1303,0
100000,0.166737795,2,352,1,915021,1108,0
100000,0.117101908,2,215,1,256599,662,0
100000,0.11705184,2,316,1,1629472,790,0
100000,0.166762829,1,233,2,1770144,1484,0
100000,0.117250919,0,324,1,865003,702,0
100000,0.116681099,3,345,1,285652,1027,0
100000,0.116688013,2,304,1,161025,795,0
100000,0.166863918,1,221,2,995566,853,0
100000,0.118694067,2,380,1,668149,704,0
100000,0.117174864,3,131,1,766692,814,0
100000,0.166860104,2,299,1,11668,1071,0
100000,0.117154121,1,147,1,186645,504,0
100000,0.166975021,0,316,1,229786,796,0
100000,0.11709404,0,281,1,437828,1443,0
100000,0.116737127,1,378,1,1227339,507,0
100000,0.166994095,1,138,1,1679740,1294,0
100000,0.117089033,0,210,1,1056400,560,0
100000,0.116438866,1,333,1,819283,1334,0
100000,0.167182922,2,205,1,1521755,946,0
100000,0.117396116,3,120,1,1532878,873,0
100000,0.167195082,1,155,1,142639,1131,0
100000,0.117754936,2,302,1,324124,1434,0
100000,0.166846037,0,252,1,493514,1091,0
100000,0.117272854,2,306,1,1737016,1309,0
100000,0.117021799,0,159,1,1797686,1354,0
100000,0.167355061,2,304,1,644924,1298,0
100000,0.167268991,3,261,1,1314313,1321,0
100000,0.117319107,1,226,1,1073280,738,0
100000,0.117340088,1,382,1,340589,1257,0
100000,0.16771102,3,237,1,127617,626,0
100000,0.118661165,0,132,1,1050814,780,0
100000,0.117240906,3,278,1,1780706,511,0
100000,0.167381048,3,284,1,1081068,1454,0
100000,0.118482113,2,224,1,91811,1181,0
100000,0.116853952,2,214,1,1764205,1490,0
100000,0.167077065,0,374,1,1221806,534,0
100000,0.117301226,3,292,1,885530,1393,0
100000,0.166972876,2,320,1,269076,1137,0
100000,0.11734581,0,381,1,1160467,619,0
100000,0.167327881,0,158,1,1212793,1491,0
100000,0.117445946,1,256,1,1763174,696,0
100000,0.117380857,1,246,1,1293031,548,0
100000,0.167049885,1,223,1,1245951,779,0
100000,0.117385864,2,327,1,931824,1198,0
100000,0.132551193,3,281,1,1007376,641,0
100000,0.167028904,0,398,1,1099411,895,0
100000,0.117406845,3,366,1,1616960,724,0
100000,0.117435932,0,393,1,1397242,1100,0
100000,0.167895079,2,238,1,757813,1315,0
100000,0.117374897,0,250,1,266413,681,0
100000,0.117401838,3,258,1,1425692,971,0
100000,0.167077065,1,265,1,717801,817,0
100000,0.117415905,3,160,1,1826633,635,0
100000,0.117465973,0,184,1,1243486,813,0
100000,0.167654991,0,377,1,485669,1002,0
100000,0.117448092,1,255,1,454204,1151,0
100000,0.167117119,2,238,1,263143,1104,0
100000,0.117970943,3,280,1,1846168,1254,0
100000,0.117601871,3,377,1,745056,867,0
100000,0.167630196,1,291,1,468463,1478,0
100000,0.118586063,0,388,1,1064008,637,0
100000,0.117015839,2,367,1,1024979,592,0
100000,0.167319059,1,163,1,651475,1000,0
100000,0.117480993,0,159,1,1434612,893,0
100000,0.117521048,2,181,1,472531,1233,0
100000,0.167142153,1,171,1,1168448,768,0
100000,0.102120876,3,177,1,1045641,754,0
100000,0.167742968,2,177,1,626061,775,0
100000,0.117532969,2,375,1,1467710,1455,0
100000,0.117758989,0,261,2,1624508,1499,0
100000,0.168702126,0,214,1,9790,1277,0
100000,0.117631912,1,350,1,660872,605,0
100000,0.117524862,0,207,1,1247531,1487,0
100000,0.168030977,3,228,1,1156246,712,0
100000,0.117527962,1,157,1,1282142,588,0
100000,0.16771102,2,258,1,42151,902,0
100000,0.118808985,1,383,1,295442,1288,0
100000,0.11767602,0,370,1,1627932,527,0
100000,0.167308092,2,237,1,791017,1500,0
100000,0.118056059,0,209,1,1694906,1199,0
100000,0.117166042,3,173,1,711361,740,0
100000,0.132190943,0,262,1,828631,874,0
100000,0.167293072,2,317,1,1874964,1476,0
100000,0.117663145,1,238,2,646851,928,0
100000,0.118562937,1,163,1,304803,680,0
100000,0.117733955,2,340,1,1835210,567,0
100000,0.166691065,3,156,1,1138295,778,0
100000,0.117725134,2,317,1,516979,780,0
100000,0.167294979,0,256,1,1176802,1142,0
100000,0.117688894,1,245,1,1022887,627,0
100000,0.118632078,3,379,1,258823,983,0
100000,0.16734004,0,362,1,379973,790,0
100000,0.117629051,0,359,1,1492867,812,0
100000,0.118033171,3,163,1,1807660,1436,0
100000,0.16771698,1,254,1,787042,802,0
100000,0.117646217,2,186,1,668992,788,0
100000,0.169219971,1,205,1,1849708,1161,0
100000,0.117655039,3,167,1,764341,1360,0
100000,0.167255878,1,252,1,654118,588,0
100000,0.118822813,1,157,1,529700,1424,0
